0,0,0,0
1,0,1,0
2,0,2,0
3,0,3,0
4,0,4,0
5,0,5,0
6,0,6,0
7,0,7,0
8,0,8,0
9,0,9,0
10,0,10,0
11,0,11,0
12,0,12,0
13,0,13,0
14,0,14,0
15,0,15,0
16,0,16,0
17,0,17,0
18,0,18,0
19,0,19,0
20,0,20,0
21,0,21,0
22,0,22,0
23,0,23,0
24,0,24,0
25,0,25,0
26,1,0,0
27,1,1,7
28,1,2,6
29,1,3,6
30,1,4,8
31,1,5,0
32,1,6,0
33,1,7,0
34,1,8,0
35,1,9,0
36,1,10,0
37,1,11,0
38,1,12,0
39,1,13,0
40,1,14,0
41,1,15,0
42,1,16,0
43,1,17,0
44,1,18,0
45,1,19,0
46,1,20,0
47,1,21,0
48,1,22,0
49,1,23,0
50,1,24,0
51,1,25,0
52,2,0,0
53,2,1,0
54,2,2,0
55,2,3,0
56,2,4,0
57,2,5,0
58,2,6,0
59,2,7,0
60,2,8,0
61,2,9,0
62,2,10,0
63,2,11,0
64,2,12,0
65,2,13,0
66,2,14,0
67,2,15,0
68,2,16,0
69,2,17,0
70,2,18,0
71,2,19,0
72,2,20,0
73,2,21,0
74,2,22,0
75,2,23,0
76,2,24,0
77,2,25,0
78,3,0,0
79,3,1,0
80,3,2,0
81,3,3,0
82,3,4,0
83,3,5,0
84,3,6,0
85,3,7,0
86,3,8,0
87,3,9,0
88,3,10,0
89,3,11,0
90,3,12,0
91,3,13,0
92,3,14,0
93,3,15,0
94,3,16,0
95,3,17,0
96,3,18,0
97,3,19,0
98,3,20,0
99,3,21,0
100,3,22,0
101,3,23,0
102,3,24,0
103,3,25,0
104,4,0,0
105,4,1,0
106,4,2,0
107,4,3,0
108,4,4,0
109,4,5,0
110,4,6,0
111,4,7,0
112,4,8,0
113,4,9,0
114,4,10,0
115,4,11,0
116,4,12,0
117,4,13,0
118,4,14,0
119,4,15,0
120,4,16,0
121,4,17,0
122,4,18,0
123,4,19,0
124,4,20,0
125,4,21,0
126,4,22,0
127,4,23,0
128,4,24,0
129,4,25,0
130,5,0,0
131,5,1,0
132,5,2,0
133,5,3,0
134,5,4,0
135,5,5,0
136,5,6,0
137,5,7,0
138,5,8,0
139,5,9,0
140,5,10,0
141,5,11,0
142,5,12,0
143,5,13,0
144,5,14,0
145,5,15,0
146,5,16,0
147,5,17,0
148,5,18,0
149,5,19,0
150,5,20,0
151,5,21,0
152,5,22,0
153,5,23,0
154,5,24,0
155,5,25,0
156,6,0,0
157,6,1,0
158,6,2,0
159,6,3,0
160,6,4,0
161,6,5,0
162,6,6,0
163,6,7,0
164,6,8,0
165,6,9,0
166,6,10,0
167,6,11,0
168,6,12,0
169,6,13,0
170,6,14,0
171,6,15,0
172,6,16,0
173,6,17,0
174,6,18,0
175,6,19,0
176,6,20,0
177,6,21,0
178,6,22,0
179,6,23,0
180,6,24,0
181,6,25,0
182,7,0,0
183,7,1,0
184,7,2,0
185,7,3,0
186,7,4,0
187,7,5,0
188,7,6,0
189,7,7,0
190,7,8,0
191,7,9,0
192,7,10,0
193,7,11,0
194,7,12,0
195,7,13,0
196,7,14,0
197,7,15,0
198,7,16,0
199,7,17,0
200,7,18,0
201,7,19,0
202,7,20,0
203,7,21,0
204,7,22,0
205,7,23,0
206,7,24,0
207,7,25,0
208,8,0,0
209,8,1,0
210,8,2,0
211,8,3,0
212,8,4,0
213,8,5,0
214,8,6,0
215,8,7,0
216,8,8,0
217,8,9,0
218,8,10,0
219,8,11,0
220,8,12,0
221,8,13,0
222,8,14,0
223,8,15,0
224,8,16,0
225,8,17,0
226,8,18,0
227,8,19,0
228,8,20,0
229,8,21,0
230,8,22,0
231,8,23,0
232,8,24,0
233,8,25,0
234,9,0,0
235,9,1,0
236,9,2,0
237,9,3,0
238,9,4,0
239,9,5,0
240,9,6,0
241,9,7,0
242,9,8,0
243,9,9,0
244,9,10,0
245,9,11,0
246,9,12,0
247,9,13,0
248,9,14,0
249,9,15,0
250,9,16,0
251,9,17,0
252,9,18,0
253,9,19,0
254,9,20,0
255,9,21,0
256,9,22,0
257,9,23,0
258,9,24,0
259,9,25,0
260,10,0,0
261,10,1,0
262,10,2,0
263,10,3,0
264,10,4,0
265,10,5,0
266,10,6,0
267,10,7,0
268,10,8,0
269,10,9,0
270,10,10,0
271,10,11,0
272,10,12,0
273,10,13,0
274,10,14,0
275,10,15,0
276,10,16,0
277,10,17,0
278,10,18,0
279,10,19,0
280,10,20,0
281,10,21,0
282,10,22,0
283,10,23,0
284,10,24,0
285,10,25,0
286,11,0,0
287,11,1,0
288,11,2,0
289,11,3,0
290,11,4,0
291,11,5,0
292,11,6,0
293,11,7,0
294,11,8,0
295,11,9,0
296,11,10,0
297,11,11,0
298,11,12,0
299,11,13,0
300,11,14,0
301,11,15,0
302,11,16,0
303,11,17,0
304,11,18,0
305,11,19,0
306,11,20,0
307,11,21,0
308,11,22,0
309,11,23,0
310,11,24,0
311,11,25,0
312,12,0,0
313,12,1,0
314,12,2,0
315,12,3,0
316,12,4,0
317,12,5,0
318,12,6,0
319,12,7,0
320,12,8,0
321,12,9,0
322,12,10,0
323,12,11,0
324,12,12,0
325,12,13,0
326,12,14,0
327,12,15,0
328,12,16,0
329,12,17,0
330,12,18,0
331,12,19,0
332,12,20,0
333,12,21,0
334,12,22,0
335,12,23,0
336,12,24,0
337,12,25,0
338,13,0,0
339,13,1,0
340,13,2,0
341,13,3,0
342,13,4,0
343,13,5,0
344,13,6,0
345,13,7,0
346,13,8,0
347,13,9,0
348,13,10,0
349,13,11,0
350,13,12,0
351,13,13,0
352,13,14,0
353,13,15,0
354,13,16,0
355,13,17,0
356,13,18,0
357,13,19,0
358,13,20,0
359,13,21,0
360,13,22,0
361,13,23,0
362,13,24,0
363,13,25,0
364,14,0,0
365,14,1,0
366,14,2,0
367,14,3,0
368,14,4,0
369,14,5,0
370,14,6,0
371,14,7,0
372,14,8,0
373,14,9,0
374,14,10,0
375,14,11,0
376,14,12,0
377,14,13,0
378,14,14,0
379,14,15,0
380,14,16,0
381,14,17,0
382,14,18,0
383,14,19,0
384,14,20,0
385,14,21,0
386,14,22,0
387,14,23,0
388,14,24,0
389,14,25,0
390,15,0,0
391,15,1,0
392,15,2,0
393,15,3,0
394,15,4,0
395,15,5,0
396,15,6,0
397,15,7,0
398,15,8,0
399,15,9,0
400,15,10,0
401,15,11,0
402,15,12,0
403,15,13,0
404,15,14,0
405,15,15,0
406,15,16,0
407,15,17,0
408,15,18,0
409,15,19,0
410,15,20,0
411,15,21,0
412,15,22,0
413,15,23,0
414,15,24,0
415,15,25,0
416,16,0,0
417,16,1,0
418,16,2,0
419,16,3,0
420,16,4,0
421,16,5,0
422,16,6,0
423,16,7,0
424,16,8,0
425,16,9,0
426,16,10,0
427,16,11,0
428,16,12,0
429,16,13,0
430,16,14,0
431,16,15,0
432,16,16,0
433,16,17,0
434,16,18,0
435,16,19,0
436,16,20,0
437,16,21,0
438,16,22,0
439,16,23,0
440,16,24,0
441,16,25,0
442,17,0,0
443,17,1,0
444,17,2,0
445,17,3,0
446,17,4,0
447,17,5,0
448,17,6,0
449,17,7,0
450,17,8,0
451,17,9,0
452,17,10,0
453,17,11,0
454,17,12,0
455,17,13,0
456,17,14,0
457,17,15,0
458,17,16,0
459,17,17,0
460,17,18,0
461,17,19,0
462,17,20,0
463,17,21,0
464,17,22,0
465,17,23,0
466,17,24,0
467,17,25,0
468,18,0,0
469,18,1,0
470,18,2,0
471,18,3,0
472,18,4,0
473,18,5,0
474,18,6,0
475,18,7,0
476,18,8,0
477,18,9,0
478,18,10,0
479,18,11,0
480,18,12,0
481,18,13,0
482,18,14,0
483,18,15,0
484,18,16,0
485,18,17,0
486,18,18,0
487,18,19,0
488,18,20,0
489,18,21,0
490,18,22,0
491,18,23,0
492,18,24,0
493,18,25,0
